Kernel,Kernel_parameter,lambda,law_p,law_q,sigma_H0,sigma_H1,moyenne
laplacian,0.25,1,normal_0_1,normal_0_2,0.15834349125052496,0.20130988721569093,0.04041072498028872
laplacian,0.25,1,normal_0_1,unif_0_1,0.16299505932643774,0.18152001501319323,0.08227702484035482
laplacian,0.25,1,unif_-1_1,normal_1_1,0.12667593692804782,0.23091778326040713,0.12830448883565893
laplacian,0.25,1,unif_-1_1,normal_0_2,0.12266638812171633,0.23132571734003357,0.09108255649224728
laplacian,0.25,1,unif_-1_1,unif_0_1,0.11392876140310336,0.1648005175692749,0.06969705698234571
laplacian,0.25,0.8,normal_0_1,normal_1_1,0.16385579928191332,0.23216485375038284,0.08388090565675793
laplacian,0.25,0.8,normal_0_1,normal_0_2,0.16756782283139512,0.26076592697509476,0.04275565500498827
laplacian,0.25,0.8,normal_0_1,unif_0_1,0.16626035835005337,0.18186375964776053,0.08309499316563336
laplacian,0.25,0.8,unif_-1_1,normal_1_1,0.12495088047314383,0.2640070693421331,0.12205853032982947
laplacian,0.25,0.8,unif_-1_1,normal_0_2,0.13149237202934858,0.22493153517444847,0.08771338582438373
laplacian,0.25,0.8,unif_-1_1,unif_0_1,0.1286900551011427,0.1516771356960805,0.07181250097845296
laplacian,0.25,0.5,normal_0_1,normal_1_1,0.20219777116649607,0.29328336622900714,0.08386174349560659
laplacian,0.25,0.5,normal_0_1,normal_0_2,0.212439805341362,0.2676125391390029,0.03842304351652475
laplacian,0.25,0.5,normal_0_1,unif_0_1,0.1957825697532051,0.1924059499909977,0.08607443547823852
laplacian,0.25,0.5,unif_-1_1,normal_1_1,0.1416554904408431,0.3080465221962004,0.1271821164592361
laplacian,0.25,0.5,unif_-1_1,normal_0_2,0.1483254061831527,0.3173707711732975,0.0873138892116449
laplacian,0.25,0.5,unif_-1_1,unif_0_1,0.14555005160838463,0.18164207109885047,0.0703369303658073
laplacian,0.25,0.2,normal_0_1,normal_1_1,0.24956124576492905,0.3869040909059504,0.08768308647347482
laplacian,0.25,0.2,normal_0_1,normal_0_2,0.2701303824393962,0.40629656246189283,0.04060134245374609
laplacian,0.25,0.2,normal_0_1,unif_0_1,0.29556578023495744,0.20544686219701935,0.08336937884205925
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.21909024044500394,0.45097425551645737,0.1240898679661379
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.2237929194977085,0.45728282129005715,0.08347533877782856
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.21649780831444568,0.1882057652521197,0.06724387600686058
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.3694086844078125,0.5169166715544005,0.08695295805171281
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.3878857895816659,0.5558753152338008,0.0391653327107383
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.3948874317886676,0.2549769512217843,0.07975942000718618
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.287430685737586,0.7051487640971746,0.1225385760809666
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.27559404631004286,0.7025532814112145,0.08803980207923275
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.3058375358731381,0.2545659239001635,0.06963859401739178
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.566924953035012,0.7550315939048124,0.09269944793432873
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.600930911068307,0.8431000737392433,0.040465674785118776
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.49103474779564904,0.29711103889834095,0.08304908312698663
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.38232289593702506,0.8942411271333601,0.12442814527257352
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.3730866277029529,0.7199774029724479,0.08645644639642984
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.4277095525767774,0.3257367998826365,0.06823389559597574
laplacian,0.25,0.01,normal_0_1,normal_1_1,1.0581030960190658,1.560634957709242,0.0887036623000645
laplacian,0.25,0.01,normal_0_1,normal_0_2,1.2526681624472782,1.877779718446918,0.04172725744299076
laplacian,0.25,0.01,normal_0_1,unif_0_1,1.1472587611564173,0.618833840637531,0.08105017817664449
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.8622659260342375,2.234920148242473,0.12462160117840936
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.8376965594450316,2.024153279915981,0.08740406660034544
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.8698499055021054,0.6460772533081212,0.06592575970339183
laplacian,0.25,0.001,normal_0_1,normal_1_1,3.6057327899026346,4.903818256978418,0.08453898550340784
laplacian,0.25,0.001,normal_0_1,normal_0_2,3.2232356814468552,5.444440090252511,0.038962995756567705
laplacian,0.25,0.001,normal_0_1,unif_0_1,3.8843750316235854,2.124241194268369,0.08204302885764027
laplacian,0.25,0.001,unif_-1_1,normal_1_1,2.639921385681681,6.363238994767639,0.12437461872595702
laplacian,0.25,0.001,unif_-1_1,normal_0_2,2.820070775250201,7.5667975952022655,0.0895371949832204
laplacian,0.25,0.001,unif_-1_1,unif_0_1,2.6061152704363377,2.1722660062775296,0.06845453544072905
laplacian,0.5,1,normal_0_1,normal_1_1,0.2543527804608195,0.34277388206075926,0.12051808608290598
laplacian,0.5,1,normal_0_1,normal_0_2,0.2759106336085313,0.2948803216615526,0.061704891236848934
laplacian,0.5,1,normal_0_1,unif_0_1,0.23697677123918653,0.2701456162670527,0.14374784513715488
laplacian,0.5,1,unif_-1_1,normal_1_1,0.20071369347597035,0.3431498199612506,0.18094040692884214
laplacian,0.5,1,unif_-1_1,normal_0_2,0.22302236194856476,0.32395855285224046,0.13655819087340842
laplacian,0.5,1,unif_-1_1,unif_0_1,0.20775661788989175,0.2544763048888113,0.11573354688307376
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.25401563746302575,0.3614210645428505,0.11750805664002971
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.22448377541838357,0.3115027833637152,0.05454090304691691
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.2663556129621905,0.2685677189950073,0.14482944690673372
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.21533651428119502,0.40313449984324123,0.1823063798092723
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.22185329700529952,0.3710131592454102,0.1395134284591497
laplacian,0.5,0.8,unif_-1_1,unif_0_1,0.2417680793723528,0.2588339849488877,0.11260171594221859
laplacian,0.5,0.5,normal_0_1,normal_1_1,0.30949582018800287,0.4045991076714524,0.1217134610696401
laplacian,0.5,0.5,normal_0_1,normal_0_2,0.3169764482135061,0.42732625947499575,0.05902002218035278
laplacian,0.5,0.5,normal_0_1,unif_0_1,0.29545823156191514,0.2941665993120033,0.14154007377222932
laplacian,0.5,0.5,unif_-1_1,normal_1_1,0.25660741874214116,0.4460518152936904,0.18168023062861222
laplacian,0.5,0.5,unif_-1_1,normal_0_2,0.23416281964389724,0.5097624317781555,0.13994739238835438
laplacian,0.5,0.5,unif_-1_1,unif_0_1,0.2652810393003123,0.2955386689147223,0.11252185823634873
laplacian,0.5,0.2,normal_0_1,normal_1_1,0.4168732232122497,0.6689922562951187,0.11675101636746273
laplacian,0.5,0.2,normal_0_1,normal_0_2,0.4266823794114228,0.7311075578214932,0.06384452578528955
laplacian,0.5,0.2,normal_0_1,unif_0_1,0.43334093400822576,0.33156392181298927,0.13610332302849218
laplacian,0.5,0.2,unif_-1_1,normal_1_1,0.32532604065883036,0.6447654893032108,0.1874645863738756
laplacian,0.5,0.2,unif_-1_1,normal_0_2,0.37146266381590265,0.6694544451169494,0.13661267911982317
laplacian,0.5,0.2,unif_-1_1,unif_0_1,0.35355152088193226,0.3251953443241363,0.11860802551749393
laplacian,0.5,0.1,normal_0_1,normal_1_1,0.5914081786617154,0.7536032074382075,0.11625427763209391
laplacian,0.5,0.1,normal_0_1,normal_0_2,0.6269493250263487,0.8121286913433917,0.05622145798327022
laplacian,0.5,0.1,normal_0_1,unif_0_1,0.6044774175954349,0.41058551510276353,0.1401545876624229
laplacian,0.5,0.1,unif_-1_1,normal_1_1,0.4454674290314615,0.8967452587249872,0.17779442987677446
laplacian,0.5,0.1,unif_-1_1,normal_0_2,0.5160212650495519,0.8358759660856663,0.13642917605517857
laplacian,0.5,0.1,unif_-1_1,unif_0_1,0.49000463044144765,0.4654049103456436,0.12169040767009073
laplacian,0.5,0.05,normal_0_1,normal_1_1,0.8667525496971975,1.189811970591564,0.11643265225477994
laplacian,0.5,0.05,normal_0_1,normal_0_2,0.8638394237266062,1.359704227489965,0.05418611273599189
laplacian,0.5,0.05,normal_0_1,unif_0_1,0.8627363424256479,0.543263253398256,0.13622600539220536
laplacian,0.5,0.05,unif_-1_1,normal_1_1,0.704462250404398,1.2391874584744405,0.17480911812509903
laplacian,0.5,0.05,unif_-1_1,normal_0_2,0.6449321127898364,1.1207308669129152,0.1389302566243196
laplacian,0.5,0.05,unif_-1_1,unif_0_1,0.6298244902731469,0.5330804426648592,0.11452097145423208
laplacian,0.5,0.01,normal_0_1,normal_1_1,1.5185189550978386,2.551939900602252,0.1239717229154943
laplacian,0.5,0.01,normal_0_1,normal_0_2,1.6761701792064132,2.3245105007079587,0.05537183748909067
laplacian,0.5,0.01,normal_0_1,unif_0_1,1.890082945188428,0.9932113406908359,0.13337429661740627
laplacian,0.5,0.01,unif_-1_1,normal_1_1,1.4166573193326586,3.0752669003946282,0.18375447167858583
laplacian,0.5,0.01,unif_-1_1,normal_0_2,1.3472063256111952,2.9237744614972776,0.14075168770060567
laplacian,0.5,0.01,unif_-1_1,unif_0_1,1.4819738739798274,1.0351645748272806,0.11124329873198388
laplacian,0.5,0.001,normal_0_1,normal_1_1,5.374638307552505,7.344165326271807,0.11445927860392172
laplacian,0.5,0.001,normal_0_1,normal_0_2,5.0157591043875165,7.579732176915527,0.05981966521864764
laplacian,0.5,0.001,normal_0_1,unif_0_1,5.4003128142884265,3.5272979273988163,0.13337093348853676
laplacian,0.5,0.001,unif_-1_1,normal_1_1,4.830282268870284,9.083004462707283,0.1796051835944607
laplacian,0.5,0.001,unif_-1_1,normal_0_2,5.12706784020733,9.662801216035003,0.13612858685386509
laplacian,0.5,0.001,unif_-1_1,unif_0_1,4.963273759489072,3.4697774687327785,0.11317348479232467
laplacian,1.0,1,normal_0_1,normal_1_1,0.31103715716930536,0.41750620450073206,0.1258958855222248
laplacian,1.0,1,normal_0_1,normal_0_2,0.33186275645382635,0.35035022166364843,0.060798641045299445
laplacian,1.0,1,normal_0_1,unif_0_1,0.333656062202851,0.34720862111545575,0.20195512727059842
laplacian,1.0,1,unif_-1_1,normal_1_1,0.28846902018191856,0.41417905702922764,0.20888203097251457
laplacian,1.0,1,unif_-1_1,normal_0_2,0.32066125616492724,0.43037018643202907,0.16971064922870302
laplacian,1.0,1,unif_-1_1,unif_0_1,0.29255476835779637,0.38132655971393176,0.16174494951556165
laplacian,1.0,0.8,normal_0_1,normal_1_1,0.33830065222752226,0.4329008250816086,0.12312589782538871
laplacian,1.0,0.8,normal_0_1,normal_0_2,0.35613214075276095,0.39672127765095866,0.05954060165090934
laplacian,1.0,0.8,normal_0_1,unif_0_1,0.36868321765520806,0.39387979452005045,0.19799152373209547
laplacian,1.0,0.8,unif_-1_1,normal_1_1,0.3348733188787937,0.47765541349601937,0.20532546261756754
laplacian,1.0,0.8,unif_-1_1,normal_0_2,0.33402496561978223,0.40151865880262094,0.16980078169953083
laplacian,1.0,0.8,unif_-1_1,unif_0_1,0.3213114575579586,0.3879837509299507,0.16998560307497326
laplacian,1.0,0.5,normal_0_1,normal_1_1,0.40221048317033975,0.5473201768688835,0.12602131736307168
laplacian,1.0,0.5,normal_0_1,normal_0_2,0.3930313316125157,0.4363930856418792,0.06460118860170046
laplacian,1.0,0.5,normal_0_1,unif_0_1,0.37687610260482557,0.42108580289198855,0.20334875016497028
laplacian,1.0,0.5,unif_-1_1,normal_1_1,0.3825152075952103,0.561467421465072,0.21751464274700874
laplacian,1.0,0.5,unif_-1_1,normal_0_2,0.3436518513078558,0.49737035368855437,0.173860670301267
laplacian,1.0,0.5,unif_-1_1,unif_0_1,0.38081258235794724,0.39401748397805836,0.1690704967185214
laplacian,1.0,0.2,normal_0_1,normal_1_1,0.5430123247210341,0.7498583153387428,0.12899300816717388
laplacian,1.0,0.2,normal_0_1,normal_0_2,0.5592105261253766,0.6686339255402126,0.06634971143006885
laplacian,1.0,0.2,normal_0_1,unif_0_1,0.5661114571492589,0.49149195184449307,0.19465243100085056
laplacian,1.0,0.2,unif_-1_1,normal_1_1,0.5671223265580508,0.9468371725717664,0.20955482432329497
laplacian,1.0,0.2,unif_-1_1,normal_0_2,0.5533516542152567,0.7542162104014736,0.16722477513879905
laplacian,1.0,0.2,unif_-1_1,unif_0_1,0.5091060021654936,0.47033471081716116,0.16969265471850933
laplacian,1.0,0.1,normal_0_1,normal_1_1,0.737871393817225,0.9689045246488888,0.1288197815035538
laplacian,1.0,0.1,normal_0_1,normal_0_2,0.7164095211423237,0.7803149303015522,0.06642823935059496
laplacian,1.0,0.1,normal_0_1,unif_0_1,0.7273007229663283,0.616222445531247,0.1971483680834098
laplacian,1.0,0.1,unif_-1_1,normal_1_1,0.7068292121637927,1.2107347458359965,0.20959119894308867
laplacian,1.0,0.1,unif_-1_1,normal_0_2,0.7113139342036506,1.0690374413786587,0.17416475460097824
laplacian,1.0,0.1,unif_-1_1,unif_0_1,0.6926106462652563,0.6374909732689008,0.17049747013457398
laplacian,1.0,0.05,normal_0_1,normal_1_1,1.027404606725813,1.403044148649104,0.12675318134419597
laplacian,1.0,0.05,normal_0_1,normal_0_2,1.1181444663993934,1.272195870345186,0.06318632153344257
laplacian,1.0,0.05,normal_0_1,unif_0_1,1.1500627011309263,0.7510702573099673,0.19671177151632857
laplacian,1.0,0.05,unif_-1_1,normal_1_1,0.9403478270278491,1.711778073513763,0.20976002187539206
laplacian,1.0,0.05,unif_-1_1,normal_0_2,0.9955576526754114,1.4191340017766714,0.17230368978625182
laplacian,1.0,0.05,unif_-1_1,unif_0_1,1.0041124917595794,0.8887432506536012,0.16706769263817306
laplacian,1.0,0.01,normal_0_1,normal_1_1,2.465618629783345,3.3592772677560294,0.12267891339755951
laplacian,1.0,0.01,normal_0_1,normal_0_2,2.469234780026255,2.8614182268427766,0.06848979003043372
laplacian,1.0,0.01,normal_0_1,unif_0_1,2.739352620233594,1.8111721029304249,0.20372894076654174
laplacian,1.0,0.01,unif_-1_1,normal_1_1,2.116108359274569,3.697709809264919,0.20958233351844754
laplacian,1.0,0.01,unif_-1_1,normal_0_2,2.261383986813585,3.3773923437190407,0.17616967509999285
laplacian,1.0,0.01,unif_-1_1,unif_0_1,2.0507121763595753,1.6285080957669966,0.1658850207108263
laplacian,1.0,0.001,normal_0_1,normal_1_1,6.3526017070427345,10.235292966566302,0.12432876874294287
laplacian,1.0,0.001,normal_0_1,normal_0_2,7.243312879822491,7.661365635639999,0.06916336607594101
laplacian,1.0,0.001,normal_0_1,unif_0_1,7.016853529109449,5.3059282700962145,0.19645654740249796
laplacian,1.0,0.001,unif_-1_1,normal_1_1,7.017136957639267,11.823867821972243,0.2122717161060135
laplacian,1.0,0.001,unif_-1_1,normal_0_2,7.125765528302386,10.10749920786843,0.1664464158147369
laplacian,1.0,0.001,unif_-1_1,unif_0_1,6.378802860166262,4.881558957261673,0.16806463678441935
laplacian,2.0,1,normal_0_1,normal_1_1,0.3239878855952926,0.41983737670444093,0.09808003187699978
laplacian,2.0,1,normal_0_1,normal_0_2,0.3795801225056921,0.3388100855272736,0.041414683105596165
laplacian,2.0,1,normal_0_1,unif_0_1,0.3512690426036611,0.3973885884673442,0.22875170132094974
laplacian,2.0,1,unif_-1_1,normal_1_1,0.37600994058744525,0.37615826163681204,0.17944443005026237
laplacian,2.0,1,unif_-1_1,normal_0_2,0.36654205296861375,0.3948757718871928,0.14633626287993187
laplacian,2.0,1,unif_-1_1,unif_0_1,0.3598000069842972,0.4730753380871497,0.19234549617409466
laplacian,2.0,0.8,normal_0_1,normal_1_1,0.32833407672887516,0.4583926542947212,0.09789161525713408
laplacian,2.0,0.8,normal_0_1,normal_0_2,0.3613445238794905,0.37937809879881135,0.05290685601210424
laplacian,2.0,0.8,normal_0_1,unif_0_1,0.3644049029913967,0.42124323157986554,0.2173435026373257
laplacian,2.0,0.8,unif_-1_1,normal_1_1,0.4173232628341736,0.4706357230118024,0.1794097335360313
laplacian,2.0,0.8,unif_-1_1,normal_0_2,0.37916974169286716,0.3936920481832884,0.14818949198172277
laplacian,2.0,0.8,unif_-1_1,unif_0_1,0.41791095650654536,0.43350904391731365,0.1913194381053496
laplacian,2.0,0.5,normal_0_1,normal_1_1,0.4304284843187491,0.5025790092105205,0.08520783675420583
laplacian,2.0,0.5,normal_0_1,normal_0_2,0.41886681051743635,0.46292068701373235,0.04724894791053874
laplacian,2.0,0.5,normal_0_1,unif_0_1,0.46662450942750167,0.46295458655411187,0.2269601477921142
laplacian,2.0,0.5,unif_-1_1,normal_1_1,0.42940228611903813,0.5857631533531398,0.18622299904452708
laplacian,2.0,0.5,unif_-1_1,normal_0_2,0.4176635615565206,0.4809701840750126,0.15121978802737615
laplacian,2.0,0.5,unif_-1_1,unif_0_1,0.4498484179087856,0.5028500231857281,0.19392925643503958
laplacian,2.0,0.2,normal_0_1,normal_1_1,0.5744953900241476,0.6935400335824435,0.09926505199855333
laplacian,2.0,0.2,normal_0_1,normal_0_2,0.5026574256775406,0.593172770783326,0.05025400174712725
laplacian,2.0,0.2,normal_0_1,unif_0_1,0.5641819020592757,0.637373331169358,0.22952365062384866
laplacian,2.0,0.2,unif_-1_1,normal_1_1,0.6285652867035831,0.8707821023919591,0.17829496481327328
laplacian,2.0,0.2,unif_-1_1,normal_0_2,0.6178055708268689,0.704149974125195,0.14989744718510267
laplacian,2.0,0.2,unif_-1_1,unif_0_1,0.6731542324117171,0.7060949205919831,0.1849790660931654
laplacian,2.0,0.1,normal_0_1,normal_1_1,0.790087907576423,0.9465099025523565,0.09700091151706038
laplacian,2.0,0.1,normal_0_1,normal_0_2,0.7800860254800729,0.8760041087674738,0.04894126721561387
laplacian,2.0,0.1,normal_0_1,unif_0_1,0.7629845325852986,0.7765323975596553,0.23270433272064117
laplacian,2.0,0.1,unif_-1_1,normal_1_1,0.9166775830650182,1.2050764168990102,0.1817249454184235
laplacian,2.0,0.1,unif_-1_1,normal_0_2,0.8527151903381481,0.8624202582137094,0.1493876735474488
laplacian,2.0,0.1,unif_-1_1,unif_0_1,0.8856914228895236,0.784974995024144,0.18931339470187444
laplacian,2.0,0.05,normal_0_1,normal_1_1,1.1302378077676085,1.253672275871251,0.09977540735937768
laplacian,2.0,0.05,normal_0_1,normal_0_2,0.9930043011908073,1.335631189121796,0.04886160631344181
laplacian,2.0,0.05,normal_0_1,unif_0_1,1.0562387166208278,1.0903438691323373,0.23202069839916925
laplacian,2.0,0.05,unif_-1_1,normal_1_1,1.2195739680808515,1.6188353314496373,0.1786725894804567
laplacian,2.0,0.05,unif_-1_1,normal_0_2,1.1700280433214005,1.1504707115903225,0.15389312940392635
laplacian,2.0,0.05,unif_-1_1,unif_0_1,1.2492441602700877,1.1708723441452977,0.1886420820202719
laplacian,2.0,0.01,normal_0_1,normal_1_1,2.2957139906896873,2.701047679188577,0.09357239942220122
laplacian,2.0,0.01,normal_0_1,normal_0_2,2.316536558634217,2.259051663570076,0.04960838715133981
laplacian,2.0,0.01,normal_0_1,unif_0_1,2.2743765363209123,2.379352268549519,0.23458999007902614
laplacian,2.0,0.01,unif_-1_1,normal_1_1,2.5756405399744815,3.2772141947364095,0.18054520452639292
laplacian,2.0,0.01,unif_-1_1,normal_0_2,2.357579266940816,2.756950925682561,0.15051759025606162
laplacian,2.0,0.01,unif_-1_1,unif_0_1,2.580323346233829,2.4856845876447538,0.18535242940335836
laplacian,2.0,0.001,normal_0_1,normal_1_1,7.263428690731833,9.797657700488744,0.09898405998088891
laplacian,2.0,0.001,normal_0_1,normal_0_2,7.444256703405748,6.896012207363621,0.04860098359166838
laplacian,2.0,0.001,normal_0_1,unif_0_1,6.805501782381443,8.142880248988593,0.22198722520872782
laplacian,2.0,0.001,unif_-1_1,normal_1_1,7.893485956067827,10.001806733379565,0.17747815248896948
laplacian,2.0,0.001,unif_-1_1,normal_0_2,8.58859133446779,8.294323400909953,0.15333595329875913
laplacian,2.0,0.001,unif_-1_1,unif_0_1,9.333425799697583,7.310305985316975,0.19092678022072662
laplacian,5.0,1,normal_0_1,normal_1_1,0.2519388956221126,0.2967325368231118,0.048690631473460054
laplacian,5.0,1,normal_0_1,normal_0_2,0.22899980192891836,0.24790697746195317,0.024864868152402436
laplacian,5.0,1,normal_0_1,unif_0_1,0.2913813046554581,0.30448388235303,0.165194483781308
laplacian,5.0,1,unif_-1_1,normal_1_1,0.4085150568543578,0.3282688861136772,0.10384052294355724
laplacian,5.0,1,unif_-1_1,normal_0_2,0.36269841660877067,0.3046158995568845,0.08702427033809623
laplacian,5.0,1,unif_-1_1,unif_0_1,0.35239586302213155,0.41543801359693633,0.14278754373542535
laplacian,5.0,0.8,normal_0_1,normal_1_1,0.28462306864299713,0.31899476585973263,0.04735725461912111
laplacian,5.0,0.8,normal_0_1,normal_0_2,0.304861475424422,0.28833857302839366,0.025451714528886487
laplacian,5.0,0.8,normal_0_1,unif_0_1,0.28113153091125626,0.4337507051026897,0.16538686990944132
laplacian,5.0,0.8,unif_-1_1,normal_1_1,0.377058166327203,0.39732877975399006,0.10399072590264671
laplacian,5.0,0.8,unif_-1_1,normal_0_2,0.3541253380314709,0.3413580165454537,0.07922562068102158
laplacian,5.0,0.8,unif_-1_1,unif_0_1,0.38801308059473855,0.388748029640466,0.13546530683242602
laplacian,5.0,0.5,normal_0_1,normal_1_1,0.3252139671071353,0.36038764597082873,0.048485777194854286
laplacian,5.0,0.5,normal_0_1,normal_0_2,0.3134800326460773,0.2709627689701508,0.0227826234304494
laplacian,5.0,0.5,normal_0_1,unif_0_1,0.3468216486900224,0.4585666306304342,0.16185718230133098
laplacian,5.0,0.5,unif_-1_1,normal_1_1,0.41963906274117296,0.40202817847060474,0.1005719869913363
laplacian,5.0,0.5,unif_-1_1,normal_0_2,0.41263421131621586,0.37766372322536357,0.08477116096015798
laplacian,5.0,0.5,unif_-1_1,unif_0_1,0.403025256157981,0.5403514906280702,0.14565762099408136
laplacian,5.0,0.2,normal_0_1,normal_1_1,0.42741890838800073,0.5296398263696013,0.04422593849991166
laplacian,5.0,0.2,normal_0_1,normal_0_2,0.4004019044358428,0.48007945858797263,0.027633601839605542
laplacian,5.0,0.2,normal_0_1,unif_0_1,0.5374111469074687,0.6879552996395398,0.16522305570537416
laplacian,5.0,0.2,unif_-1_1,normal_1_1,0.6292850731796126,0.5320733490299017,0.10593897562920827
laplacian,5.0,0.2,unif_-1_1,normal_0_2,0.5342657225971595,0.41020432038545707,0.08760094481256098
laplacian,5.0,0.2,unif_-1_1,unif_0_1,0.5912818067794785,0.6803471084251547,0.13990403490587414
laplacian,5.0,0.1,normal_0_1,normal_1_1,0.6233408273037755,0.6921770867480794,0.04814444954614061
laplacian,5.0,0.1,normal_0_1,normal_0_2,0.5735838333295541,0.4468800633797909,0.025981104165860705
laplacian,5.0,0.1,normal_0_1,unif_0_1,0.7021190947654312,1.0194153137313082,0.17032457660230346
laplacian,5.0,0.1,unif_-1_1,normal_1_1,0.7971536697088253,0.710927243907769,0.09898233506506039
laplacian,5.0,0.1,unif_-1_1,normal_0_2,0.9087790464695725,0.7060243165294886,0.08418580484105333
laplacian,5.0,0.1,unif_-1_1,unif_0_1,0.9816661307280634,0.9266885827486232,0.13708418166729341
laplacian,5.0,0.05,normal_0_1,normal_1_1,0.9370527374803808,0.9312262729086673,0.04843490899917971
laplacian,5.0,0.05,normal_0_1,normal_0_2,0.8636510788356471,0.7639146678243567,0.02499917596761528
laplacian,5.0,0.05,normal_0_1,unif_0_1,0.9060196327528443,1.2881178695780193,0.1668066958670357
laplacian,5.0,0.05,unif_-1_1,normal_1_1,1.1228954694588371,0.944973279535131,0.10256289662053315
laplacian,5.0,0.05,unif_-1_1,normal_0_2,1.3392049676285385,0.8101150230933023,0.08492908798909769
laplacian,5.0,0.05,unif_-1_1,unif_0_1,1.0468625297203715,1.3110405707331354,0.14013145630299295
laplacian,5.0,0.01,normal_0_1,normal_1_1,1.913337536083634,2.5829068502198287,0.048598301242993684
laplacian,5.0,0.01,normal_0_1,normal_0_2,1.629411824718849,1.6680087565406463,0.022256358952114082
laplacian,5.0,0.01,normal_0_1,unif_0_1,1.75971108719392,2.808095634344686,0.1612648348092464
laplacian,5.0,0.01,unif_-1_1,normal_1_1,2.4979316256587123,2.6464673457730052,0.1034716384055476
laplacian,5.0,0.01,unif_-1_1,normal_0_2,2.5939157144569265,1.8130353453579902,0.08396704401301983
laplacian,5.0,0.01,unif_-1_1,unif_0_1,2.3386304909147757,2.7033190068454784,0.14242036603098812
laplacian,5.0,0.001,normal_0_1,normal_1_1,6.633675063265146,7.103016095963687,0.04695783068573578
laplacian,5.0,0.001,normal_0_1,normal_0_2,5.671109693567517,5.4346083676853745,0.023492149115964894
laplacian,5.0,0.001,normal_0_1,unif_0_1,7.064196842770337,8.175901774594957,0.16956942008890843
laplacian,5.0,0.001,unif_-1_1,normal_1_1,8.030596794773464,7.1724369697684285,0.10077808988448583
laplacian,5.0,0.001,unif_-1_1,normal_0_2,6.760916262236801,5.805891245973696,0.0847825158102271
laplacian,5.0,0.001,unif_-1_1,unif_0_1,7.079937649488962,8.67113983212692,0.14027631520365727
